"Date","Location","Average Occupancy(%)","Active IDs Assigned to Sites","Total Badge Swipes"
"Mar 05,2020","India Elnath Bldg 5","85.02","1896","1612"
"Mar 05,2020","India-Mumbai","54.17","24","13"
"Mar 05,2020","Milan","36.84","19","7"
"Mar 05,2020","Tokyo, Japan (Kyobashi)","62.86","35","22"
"Mar 05,2020","Tokyo, Japan (Shinjuku)","46.89","177","83"
"Mar 05,2020","Seoul, Korea","29.55","44","13"
"Mar 05,2020","Kuala Lumpur, Malaysia","82.76","29","24"
"Mar 05,2020","Amsterdam","69.69","254","177"
"Mar 06,2020","Amsterdam","56.69","254","144"
"Mar 06,2020","Kuala Lumpur, Malaysia","31.03","29","9"
"Mar 06,2020","Seoul, Korea","27.27","44","12"
"Mar 06,2020","Tokyo, Japan (Shinjuku)","44.63","177","79"
"Mar 06,2020","Tokyo, Japan (Kyobashi)","51.43","35","18"
"Mar 06,2020","Milan","42.11","19","8"
"Mar 06,2020","India-Mumbai","87.5","24","21"
"Mar 06,2020","India Elnath Bldg 5","74.89","1896","1420"
"Mar 06,2020","India-Electra, Bldg 4","80.94","1233","998"
"Mar 06,2020","India-Bagmane Tridib, Bldg 3","69.98","483","338"
"Mar 06,2020","Dublin","59.09","22","13"
"Mar 06,2020","America s Demo Pool- Sterling VA","75","4","3"
"Mar 06,2020","Hong Kong","31.94","72","23"
"Mar 06,2020","Singapore","38.24","68","26"
"Mar 06,2020","Taipei","48","25","12"
"Mar 06,2020","Moscow","51.22","41","21"
"Mar 06,2020","Riyadh","2.2","91","2"
"Mar 06,2020","Stockholm","35.29","17","6"
"Mar 06,2020","Addlestone","16.05","81","13"
"Mar 06,2020","Belfast","83.33","18","15"
"Mar 06,2020","London, UK","16.67","18","3"
"Mar 06,2020","Cupertino, CA (Mist)","55.86","111","62"
"Mar 06,2020","Bridgewater","55.88","34","19"
"Mar 06,2020","Dallas","52.94","17","9"
"Mar 06,2020","Durham, NC","77.08","48","37"
"Mar 06,2020","Frederick, MD (R&D)","33.33","3","1"
"Mar 06,2020","Munich","76.92","13","10"
"Mar 06,2020","Madrid, Spain","47.5","40","19"
"Mar 06,2020","Paris, France","40.68","59","24"
"Mar 06,2020","Shanghai","4.76","42","2"
"Mar 06,2020","Beijing Sales","2.04","49","1"
"Mar 06,2020","Beijing R&D","6.04","149","9"
"Mar 06,2020","Guangzhou, China","10.53","19","2"
"Mar 06,2020","Beijing CSS","2.99","67","2"
"Mar 06,2020","Kanata Optical (BTI Ottawa)","80.95","21","17"
"Mar 06,2020","Kanata (R&D)","47.06","51","24"
"Mar 06,2020","Sydney Sales","80","45","36"
"Mar 06,2020","Brussels","100","2","2"
"Mar 06,2020","Dubai","2.94","34","1"
"Mar 06,2020","Melbourne Sales","62.26","53","33"
"Mar 06,2020","Herndon, Bldg 1","46.03","126","58"
"Mar 06,2020","SVL Building 5","103.13","64","66"
"Mar 06,2020","Quincy, WA GEO DC Bldg A","75","32","24"
"Mar 06,2020","SVL Building 8","155.56","45","70"
"Mar 06,2020","SVL Building A","70","1260","882"
"Mar 06,2020","SVL Building B","69.36","1335","926"
"Mar 06,2020","Westford NEIC R&D","46.46","452","210"
"Mar 07,2020","Westford NEIC R&D","2.65","452","12"
"Mar 07,2020","SVL Building B","3.15","1335","42"
"Mar 07,2020","SVL Building A","2.94","1260","37"
"Mar 07,2020","SVL Building 8","11.11","45","5"
"Mar 07,2020","Quincy, WA GEO DC Bldg A","12.5","32","4"
"Mar 07,2020","SVL Building 5","7.81","64","5"
"Mar 07,2020","Herndon, Bldg 1","2.38","126","3"
"Mar 07,2020","Melbourne Sales","1.89","53","1"
"Mar 07,2020","Dubai","5.88","34","2"
"Mar 07,2020","Sydney Sales","2.22","45","1"
"Mar 07,2020","Kanata (R&D)","5.88","51","3"
"Mar 07,2020","Kanata Optical (BTI Ottawa)","14.29","21","3"
"Mar 07,2020","Beijing CSS","1.49","67","1"
"Mar 07,2020","Beijing R&D","2.68","149","4"
"Mar 07,2020","Beijing Sales","2.04","49","1"
"Mar 07,2020","Paris, France","1.69","59","1"
"Mar 07,2020","Munich","7.69","13","1"
"Mar 07,2020","Frederick, MD (R&D)","33.33","3","1"
"Mar 07,2020","Dallas","5.88","17","1"
"Mar 07,2020","Bridgewater","2.94","34","1"
"Mar 07,2020","Cupertino, CA (Mist)","0.9","111","1"
"Mar 07,2020","London, UK","11.11","18","2"
"Mar 07,2020","Addlestone","1.23","81","1"
"Mar 07,2020","Riyadh","3.3","91","3"
"Mar 07,2020","Moscow","4.88","41","2"
"Mar 07,2020","Singapore","4.41","68","3"
"Mar 07,2020","Hong Kong","1.39","72","1"
"Mar 07,2020","India-Bagmane Tridib, Bldg 3","15.53","483","75"
"Mar 07,2020","India-Electra, Bldg 4","11.03","1233","136"
"Mar 07,2020","India Elnath Bldg 5","12.29","1896","233"
"Mar 07,2020","India-Mumbai","16.67","24","4"
"Mar 07,2020","Tokyo, Japan (Shinjuku)","0.56","177","1"
"Mar 07,2020","Kuala Lumpur, Malaysia","3.45","29","1"
"Mar 07,2020","Amsterdam","1.18","254","3"
"Mar 08,2020","Amsterdam","0.39","254","1"
"Mar 08,2020","Tokyo, Japan (Shinjuku)","2.26","177","4"
"Mar 08,2020","Seoul, Korea","2.27","44","1"
"Mar 08,2020","India-Mumbai","4.17","24","1"
"Mar 08,2020","India Elnath Bldg 5","5.75","1896","109"
"Mar 08,2020","India-Electra, Bldg 4","3.08","1233","38"
"Mar 08,2020","India-Bagmane Tridib, Bldg 3","4.55","483","22"
"Mar 08,2020","Singapore","1.47","68","1"
"Mar 08,2020","Taipei","4","25","1"
"Mar 08,2020","Riyadh","9.89","91","9"
"Mar 08,2020","Cupertino, CA (Mist)","0.9","111","1"
"Mar 08,2020","Durham, NC","2.08","48","1"
"Mar 08,2020","Shanghai","2.38","42","1"
"Mar 08,2020","Beijing Sales","2.04","49","1"
"Mar 08,2020","Beijing R&D","1.34","149","2"
"Mar 08,2020","Beijing CSS","2.99","67","2"
"Mar 08,2020","Guangzhou, China","10.53","19","2"
"Mar 08,2020","Kanata Optical (BTI Ottawa)","14.29","21","3"
"Mar 08,2020","Kanata (R&D)","7.84","51","4"
"Mar 08,2020","Dubai","47.06","34","16"
"Mar 08,2020","Melbourne Sales","1.89","53","1"
"Mar 08,2020","Herndon, Bldg 1","5.56","126","7"
"Mar 08,2020","SVL Building 5","3.13","64","2"
"Mar 08,2020","Quincy, WA GEO DC Bldg A","6.25","32","2"
"Mar 08,2020","SVL Building 8","4.44","45","2"
"Mar 08,2020","SVL Building A","1.59","1260","20"
"Mar 08,2020","SVL Building B","2.32","1335","31"
"Mar 08,2020","Westford NEIC R&D","1.55","452","7"
"Mar 09,2020","Westford NEIC R&D","17.04","452","77"
"Mar 09,2020","SVL Building B","28.99","1335","387"
"Mar 09,2020","SVL Building A","35","1260","441"
"Mar 09,2020","SVL Building 8","95.56","45","43"
"Mar 09,2020","Quincy, WA GEO DC Bldg A","71.88","32","23"
"Mar 09,2020","SVL Building 5","87.5","64","56"
"Mar 09,2020","Herndon, Bldg 1","9.52","126","12"
"Mar 09,2020","Dubai","76.47","34","26"
"Mar 09,2020","Kanata (R&D)","37.25","51","19"
"Mar 09,2020","Sydney Sales","53.33","45","24"
"Mar 09,2020","Brussels","100","2","2"
"Mar 09,2020","Kanata Optical (BTI Ottawa)","28.57","21","6"
"Mar 09,2020","Guangzhou, China","10.53","19","2"
"Mar 09,2020","Beijing CSS","2.99","67","2"
"Mar 09,2020","Beijing R&D","8.05","149","12"
"Mar 09,2020","Beijing Sales","2.04","49","1"
"Mar 09,2020","Shanghai","19.05","42","8"
"Mar 09,2020","Munich","53.85","13","7"
"Mar 09,2020","Madrid, Spain","90","40","36"
"Mar 09,2020","Paris, France","33.9","59","20"
"Mar 09,2020","Durham, NC","41.67","48","20"
"Mar 09,2020","Frederick, MD (R&D)","66.67","3","2"
"Mar 09,2020","Dallas","29.41","17","5"
"Mar 09,2020","Cupertino, CA (Mist)","25.23","111","28"
"Mar 09,2020","Bridgewater","20.59","34","7"
"Mar 09,2020","Addlestone","37.04","81","30"
"Mar 09,2020","Belfast","61.11","18","11"
"Mar 09,2020","London, UK","94.44","18","17"
"Mar 09,2020","Riyadh","21.98","91","20"
"Mar 09,2020","Stockholm","41.18","17","7"
"Mar 09,2020","Taipei","64","25","16"
"Mar 09,2020","Singapore","47.06","68","32"
"Mar 09,2020","India-Bagmane Tridib, Bldg 3","73.71","483","356"
"Mar 09,2020","India-Electra, Bldg 4","78.02","1233","962"
"Mar 09,2020","India Elnath Bldg 5","62.5","1896","1185"
"Mar 09,2020","India-Mumbai","58.33","24","14"
"Mar 09,2020","Hong Kong","50","72","36"
"Mar 09,2020","Dublin","50","22","11"
"Mar 09,2020","Seoul, Korea","40.91","44","18"
"Mar 09,2020","Tokyo, Japan (Shinjuku)","47.46","177","84"
"Mar 09,2020","Amsterdam","62.6","254","159"
"Mar 09,2020","Kuala Lumpur, Malaysia","62.07","29","18"
"Mar 09,2020","Milan","26.32","19","5"
"Mar 09,2020","Tokyo, Japan (Kyobashi)","28.57","35","10"
"Mar 10,2020","Tokyo, Japan (Kyobashi)","62.86","35","22"
"Mar 10,2020","Milan","15.79","19","3"
"Mar 10,2020","Kuala Lumpur, Malaysia","41.38","29","12"
"Mar 10,2020","Amsterdam","69.69","254","177"
"Mar 10,2020","Tokyo, Japan (Shinjuku)","31.64","177","56"
"Mar 10,2020","Seoul, Korea","34.09","44","15"
"Mar 10,2020","Dublin","81.82","22","18"
"Mar 10,2020","Wuhan R&D","20","5","1"
"Mar 10,2020","Hong Kong","36.11","72","26"
"Mar 10,2020","India-Mumbai","4.17","24","1"
"Mar 10,2020","India Elnath Bldg 5","56.8","1896","1077"
"Mar 10,2020","India-Electra, Bldg 4","68.21","1233","841"
"Mar 10,2020","India-Bagmane Tridib, Bldg 3","64.18","483","310"
"Mar 10,2020","Singapore","38.24","68","26"
"Mar 10,2020","Taipei","52","25","13"
"Mar 10,2020","Stockholm","58.82","17","10"
"Mar 10,2020","Riyadh","23.08","91","21"
"Mar 10,2020","Moscow","56.1","41","23"
"Mar 10,2020","London, UK","144.44","18","26"
"Mar 10,2020","Belfast","66.67","18","12"
"Mar 10,2020","Addlestone","44.44","81","36"
"Mar 10,2020","Bridgewater","32.35","34","11"
"Mar 10,2020","Cupertino, CA (Mist)","18.02","111","20"
"Mar 10,2020","Dallas","5.88","17","1"
"Mar 10,2020","Durham, NC","35.42","48","17"
"Mar 10,2020","Paris, France","50.85","59","30"
"Mar 10,2020","Madrid, Spain","47.5","40","19"
"Mar 10,2020","Munich","53.85","13","7"
"Mar 10,2020","Shanghai","19.05","42","8"
"Mar 10,2020","Beijing Sales","2.04","49","1"
"Mar 10,2020","Beijing R&D","8.05","149","12"
"Mar 10,2020","Beijing CSS","1.49","67","1"
"Mar 10,2020","Guangzhou, China","5.26","19","1"
"Mar 10,2020","Kanata Optical (BTI Ottawa)","42.86","21","9"
"Mar 10,2020","Brussels","200","2","4"
"Mar 10,2020","Sydney Sales","64.44","45","29"
"Mar 10,2020","Kanata (R&D)","29.41","51","15"
"Mar 10,2020","Dubai","73.53","34","25"
"Mar 10,2020","Melbourne Sales","81.13","53","43"
"Mar 10,2020","Herndon, Bldg 1","11.9","126","15"
"Mar 10,2020","SVL Building 5","70.31","64","45"
"Mar 10,2020","Quincy, WA GEO DC Bldg A","65.63","32","21"
"Mar 10,2020","SVL Building 8","91.11","45","41"
"Mar 10,2020","SVL Building A","29.76","1260","375"
"Mar 10,2020","SVL Building B","25.17","1335","336"
"Mar 10,2020","Westford NEIC R&D","16.37","452","74"
"Mar 11,2020","Westford NEIC R&D","61.28","452","277"
"Mar 11,2020","SVL Building B","67.12","1335","896"
"Mar 11,2020","SVL Building A","69.6","1260","877"
"Mar 11,2020","SVL Building 8","146.67","45","66"
"Mar 11,2020","Quincy, WA GEO DC Bldg A","90.63","32","29"
"Mar 11,2020","SVL Building 5","146.88","64","94"
"Mar 11,2020","Herndon, Bldg 1","46.83","126","59"
"Mar 11,2020","Melbourne Sales","66.04","53","35"
"Mar 11,2020","Dubai","79.41","34","27"
"Mar 11,2020","Kanata (R&D)","68.63","51","35"
"Mar 11,2020","Sydney Sales","53.33","45","24"
"Mar 11,2020","Brussels","100","2","2"
"Mar 11,2020","Kanata Optical (BTI Ottawa)","61.9","21","13"
"Mar 11,2020","Guangzhou, China","5.26","19","1"
"Mar 11,2020","Beijing CSS","1.49","67","1"
"Mar 11,2020","Beijing R&D","6.71","149","10"
"Mar 11,2020","Beijing Sales","6.12","49","3"
"Mar 11,2020","Shanghai","19.05","42","8"
"Mar 11,2020","Munich","53.85","13","7"
"Mar 11,2020","Madrid, Spain","22.5","40","9"
"Mar 11,2020","Paris, France","40.68","59","24"
"Mar 11,2020","Durham, NC","93.75","48","45"
"Mar 11,2020","Dallas","47.06","17","8"
"Mar 11,2020","Cupertino, CA (Mist)","54.05","111","60"
"Mar 11,2020","Bridgewater","76.47","34","26"
"Mar 11,2020","Addlestone","37.04","81","30"
"Mar 11,2020","Belfast","72.22","18","13"
"Mar 11,2020","London, UK","61.11","18","11"
"Mar 11,2020","Moscow","41.46","41","17"
"Mar 11,2020","Riyadh","27.47","91","25"
"Mar 11,2020","Stockholm","23.53","17","4"
"Mar 11,2020","Taipei","40","25","10"
"Mar 11,2020","Singapore","35.29","68","24"
"Mar 11,2020","India-Bagmane Tridib, Bldg 3","69.15","483","334"
"Mar 11,2020","India-Electra, Bldg 4","79.97","1233","986"
"Mar 11,2020","India Elnath Bldg 5","70.89","1896","1344"
"Mar 11,2020","India-Mumbai","75","24","18"
"Mar 11,2020","Hong Kong","34.72","72","25"
"Mar 11,2020","America s Demo Pool- Sterling VA","75","4","3"
"Mar 11,2020","Dublin","86.36","22","19"
"Mar 11,2020","Seoul, Korea","34.09","44","15"
"Mar 11,2020","Tokyo, Japan (Shinjuku)","37.29","177","66"
"Mar 11,2020","Amsterdam","59.45","254","151"
"Mar 11,2020","Kuala Lumpur, Malaysia","41.38","29","12"
"Mar 11,2020","Milan","10.53","19","2"
"Mar 11,2020","Tokyo, Japan (Kyobashi)","48.57","35","17"
"Mar 12,2020","Tokyo, Japan (Kyobashi)","25.71","35","9"
"Mar 12,2020","Milan","10.53","19","2"
"Mar 12,2020","Kuala Lumpur, Malaysia","75.86","29","22"
"Mar 12,2020","Amsterdam","56.3","254","143"
"Mar 12,2020","Tokyo, Japan (Shinjuku)","38.98","177","69"
"Mar 12,2020","Seoul, Korea","25","44","11"
"Mar 12,2020","Dublin","90.91","22","20"
"Mar 12,2020","America s Demo Pool- Sterling VA","25","4","1"
"Mar 12,2020","Hong Kong","34.72","72","25"
"Mar 12,2020","India-Mumbai","87.5","24","21"
"Mar 12,2020","India Elnath Bldg 5","74.63","1896","1415"
"Mar 12,2020","India-Electra, Bldg 4","76.48","1233","943"
"Mar 12,2020","India-Bagmane Tridib, Bldg 3","70.6","483","341"
"Mar 12,2020","Singapore","36.76","68","25"
"Mar 12,2020","Taipei","68","25","17"
"Mar 12,2020","Stockholm","58.82","17","10"
"Mar 12,2020","Riyadh","25.27","91","23"
"Mar 12,2020","Moscow","53.66","41","22"
"Mar 12,2020","London, UK","122.22","18","22"
"Mar 12,2020","Belfast","66.67","18","12"
"Mar 12,2020","Addlestone","49.38","81","40"
"Mar 12,2020","Bridgewater","8.82","34","3"
"Mar 12,2020","Cupertino, CA (Mist)","25.23","111","28"
"Mar 12,2020","Durham, NC","25","48","12"
"Mar 12,2020","Frederick, MD (R&D)","33.33","3","1"
"Mar 12,2020","Paris, France","57.63","59","34"
"Mar 12,2020","Madrid, Spain","27.5","40","11"
"Mar 12,2020","Munich","76.92","13","10"
"Mar 12,2020","Shanghai","26.19","42","11"
"Mar 12,2020","Beijing Sales","4.08","49","2"
"Mar 12,2020","Beijing R&D","8.05","149","12"
"Mar 12,2020","Beijing CSS","2.99","67","2"
"Mar 12,2020","Guangzhou, China","5.26","19","1"
"Mar 12,2020","Kanata Optical (BTI Ottawa)","28.57","21","6"
"Mar 12,2020","Brussels","100","2","2"
"Mar 12,2020","Sydney Sales","57.78","45","26"
"Mar 12,2020","Kanata (R&D)","25.49","51","13"
"Mar 12,2020","Dubai","91.18","34","31"
"Mar 12,2020","Melbourne Sales","75.47","53","40"
"Mar 12,2020","Herndon, Bldg 1","11.11","126","14"
"Mar 12,2020","SVL Building 5","43.75","64","28"
"Mar 12,2020","Quincy, WA GEO DC Bldg A","68.75","32","22"
"Mar 12,2020","SVL Building 8","91.11","45","41"
"Mar 12,2020","SVL Building A","20.24","1260","255"
"Mar 12,2020","SVL Building B","14.91","1335","199"
"Mar 12,2020","Westford NEIC R&D","11.06","452","50"
"Mar 13,2020","Westford NEIC R&D","2.21","452","10"
"Mar 13,2020","SVL Building B","2.85","1335","38"
"Mar 13,2020","SVL Building A","3.49","1260","44"
"Mar 13,2020","SVL Building 8","22.22","45","10"
"Mar 13,2020","Quincy, WA GEO DC Bldg A","18.75","32","6"
"Mar 13,2020","SVL Building 5","3.13","64","2"
"Mar 13,2020","Herndon, Bldg 1","2.38","126","3"
"Mar 13,2020","Melbourne Sales","66.04","53","35"
"Mar 13,2020","Dubai","5.88","34","2"
"Mar 13,2020","Kanata (R&D)","1.96","51","1"
"Mar 13,2020","Sydney Sales","60","45","27"
"Mar 13,2020","Brussels","100","2","2"
"Mar 13,2020","Kanata Optical (BTI Ottawa)","14.29","21","3"
"Mar 13,2020","Beijing CSS","1.49","67","1"
"Mar 13,2020","Beijing R&D","8.05","149","12"
"Mar 13,2020","Beijing Sales","6.12","49","3"
"Mar 13,2020","Shanghai","14.29","42","6"
"Mar 13,2020","Munich","46.15","13","6"
"Mar 13,2020","Madrid, Spain","15","40","6"
"Mar 13,2020","Paris, France","30.51","59","18"
"Mar 13,2020","Cupertino, CA (Mist)","2.7","111","3"
"Mar 13,2020","Bridgewater","2.94","34","1"
"Mar 13,2020","Addlestone","13.58","81","11"
"Mar 13,2020","Belfast","66.67","18","12"
"Mar 13,2020","London, UK","27.78","18","5"
"Mar 13,2020","Moscow","39.02","41","16"
"Mar 13,2020","Riyadh","2.2","91","2"
"Mar 13,2020","Stockholm","17.65","17","3"
"Mar 13,2020","Taipei","40","25","10"
"Mar 13,2020","Singapore","32.35","68","22"
"Mar 13,2020","India-Bagmane Tridib, Bldg 3","65.22","483","315"
"Mar 13,2020","India-Electra, Bldg 4","69.91","1233","862"
"Mar 13,2020","India Elnath Bldg 5","68.09","1896","1291"
"Mar 13,2020","India-Mumbai","62.5","24","15"
"Mar 13,2020","Hong Kong","37.5","72","27"
"Mar 13,2020","Dublin","45.45","22","10"
"Mar 13,2020","Seoul, Korea","27.27","44","12"
"Mar 13,2020","Tokyo, Japan (Shinjuku)","37.85","177","67"
"Mar 13,2020","Amsterdam","29.13","254","74"
"Mar 13,2020","Kuala Lumpur, Malaysia","41.38","29","12"
"Mar 13,2020","Milan","5.26","19","1"
"Mar 13,2020","Tokyo, Japan (Kyobashi)","60","35","21"
"Mar 14,2020","Tokyo, Japan (Kyobashi)","8.57","35","3"
"Mar 14,2020","Amsterdam","1.57","254","4"
"Mar 14,2020","Tokyo, Japan (Shinjuku)","1.69","177","3"
"Mar 14,2020","Hong Kong","4.17","72","3"
"Mar 14,2020","India-Mumbai","29.17","24","7"
"Mar 14,2020","India Elnath Bldg 5","11.34","1896","215"
"Mar 14,2020","India-Electra, Bldg 4","11.03","1233","136"
"Mar 14,2020","India-Bagmane Tridib, Bldg 3","12.22","483","59"
"Mar 14,2020","Singapore","1.47","68","1"
"Mar 14,2020","Taipei","4","25","1"
"Mar 14,2020","Riyadh","1.1","91","1"
"Mar 14,2020","Moscow","7.32","41","3"
"Mar 14,2020","Belfast","5.56","18","1"
"Mar 14,2020","Addlestone","1.23","81","1"
"Mar 14,2020","Cupertino, CA (Mist)","1.8","111","2"
"Mar 14,2020","Durham, NC","2.08","48","1"
"Mar 14,2020","Dallas","5.88","17","1"
"Mar 14,2020","Shanghai","7.14","42","3"
"Mar 14,2020","Beijing R&D","0.67","149","1"
"Mar 14,2020","Beijing CSS","2.99","67","2"
"Mar 14,2020","Kanata Optical (BTI Ottawa)","19.05","21","4"
"Mar 14,2020","Sydney Sales","2.22","45","1"
"Mar 14,2020","Kanata (R&D)","5.88","51","3"
"Mar 14,2020","Dubai","5.88","34","2"
"Mar 14,2020","Melbourne Sales","3.77","53","2"
"Mar 14,2020","Herndon, Bldg 1","3.97","126","5"
"Mar 14,2020","SVL Building 5","6.25","64","4"
"Mar 14,2020","Quincy, WA GEO DC Bldg A","6.25","32","2"
"Mar 14,2020","SVL Building 8","4.44","45","2"
"Mar 14,2020","SVL Building A","2.94","1260","37"
"Mar 14,2020","SVL Building B","4.12","1335","55"
"Mar 14,2020","Westford NEIC R&D","3.1","452","14"
"Mar 15,2020","Westford NEIC R&D","4.2","452","19"
"Mar 15,2020","SVL Building B","3","1335","40"
"Mar 15,2020","SVL Building A","3.25","1260","41"
"Mar 15,2020","SVL Building 8","6.67","45","3"
"Mar 15,2020","Quincy, WA GEO DC Bldg A","9.38","32","3"
"Mar 15,2020","SVL Building 5","4.69","64","3"
"Mar 15,2020","Herndon, Bldg 1","5.56","126","7"
"Mar 15,2020","Kanata (R&D)","11.76","51","6"
"Mar 15,2020","Kanata Optical (BTI Ottawa)","14.29","21","3"
"Mar 15,2020","Durham, NC","2.08","48","1"
"Mar 15,2020","Frederick, MD (R&D)","33.33","3","1"
"Mar 15,2020","Cupertino, CA (Mist)","1.8","111","2"
"Mar 15,2020","India-Bagmane Tridib, Bldg 3","1.66","483","8"
"Mar 15,2020","India-Electra, Bldg 4","0.81","1233","10"
"Mar 15,2020","India Elnath Bldg 5","0.95","1896","18"
"Mar 15,2020","India-Mumbai","4.17","24","1"
"Mar 16,2020","India-Mumbai","54.17","24","13"
"Mar 16,2020","India Elnath Bldg 5","18.14","1896","344"
"Mar 16,2020","India-Electra, Bldg 4","14.36","1233","177"
"Mar 16,2020","India-Bagmane Tridib, Bldg 3","16.36","483","79"
"Mar 16,2020","Hong Kong","11.11","72","8"
"Mar 16,2020","America s Demo Pool- Sterling VA","25","4","1"
"Mar 16,2020","Dublin","13.64","22","3"
"Mar 16,2020","Tokyo, Japan (Shinjuku)","23.73","177","42"
"Mar 16,2020","Seoul, Korea","18.18","44","8"
"Mar 16,2020","Amsterdam","6.3","254","16"
"Mar 16,2020","Kuala Lumpur, Malaysia","6.9","29","2"
"Mar 16,2020","Tokyo, Japan (Kyobashi)","25.71","35","9"
"Mar 16,2020","Milan","5.26","19","1"
"Mar 16,2020","Addlestone","3.7","81","3"
"Mar 16,2020","Belfast","11.11","18","2"
"Mar 16,2020","London, UK","22.22","18","4"
"Mar 16,2020","Durham, NC","2.08","48","1"
"Mar 16,2020","Dallas","5.88","17","1"
"Mar 16,2020","Moscow","29.27","41","12"
"Mar 16,2020","Riyadh","5.49","91","5"
"Mar 16,2020","Stockholm","17.65","17","3"
"Mar 16,2020","Taipei","48","25","12"
"Mar 16,2020","Singapore","10.29","68","7"
"Mar 16,2020","Kanata Optical (BTI Ottawa)","4.76","21","1"
"Mar 16,2020","Beijing CSS","2.99","67","2"
"Mar 16,2020","Guangzhou, China","5.26","19","1"
"Mar 16,2020","Beijing R&D","12.08","149","18"
"Mar 16,2020","Beijing Sales","2.04","49","1"
"Mar 16,2020","Shanghai","14.29","42","6"
"Mar 16,2020","Paris, France","10.17","59","6"
"Mar 16,2020","Madrid, Spain","2.5","40","1"
"Mar 16,2020","Munich","7.69","13","1"
"Mar 16,2020","Kanata (R&D)","3.92","51","2"
"Mar 16,2020","Sydney Sales","2.22","45","1"
"Mar 16,2020","Brussels","50","2","1"
"Mar 16,2020","Melbourne Sales","9.43","53","5"
"Mar 16,2020","Dubai","14.71","34","5"
"Mar 16,2020","Herndon, Bldg 1","2.38","126","3"
"Mar 16,2020","SVL Building 5","1.56","64","1"
"Mar 16,2020","Quincy, WA GEO DC Bldg A","15.63","32","5"
"Mar 16,2020","SVL Building A","0.16","1260","2"
"Mar 16,2020","SVL Building B","0.3","1335","4"
"Mar 16,2020","Westford NEIC R&D","0.44","452","2"
"Mar 17,2020","Westford NEIC R&D","7.96","452","36"
"Mar 17,2020","SVL Building B","4.49","1335","60"
"Mar 17,2020","SVL Building A","4.6","1260","58"
"Mar 17,2020","Quincy, WA GEO DC Bldg A","75","32","24"
"Mar 17,2020","SVL Building 8","31.11","45","14"
"Mar 17,2020","SVL Building 5","17.19","64","11"
"Mar 17,2020","Herndon, Bldg 1","11.11","126","14"
"Mar 17,2020","Dubai","14.71","34","5"
"Mar 17,2020","Melbourne Sales","7.55","53","4"
"Mar 17,2020","Brussels","100","2","2"
"Mar 17,2020","Sydney Sales","2.22","45","1"
"Mar 17,2020","Kanata (R&D)","3.92","51","2"
